"YEAR","State","District","ANNUAL.RAINFALL_MM"
2008,"UTTARAKHAND","ALMORAH",670.5
2009,"UTTARAKHAND","ALMORAH",594
2010,"UTTARAKHAND","ALMORAH",1428.9
2011,"UTTARAKHAND","ALMORAH",1164.5
2012,"UTTARAKHAND","ALMORAH",826.6
2013,"UTTARAKHAND","ALMORAH",1163.6
2014,"UTTARAKHAND","ALMORAH",1002.7
2015,"UTTARAKHAND","ALMORAH",916.5
2000,"UTTARAKHAND","PITHORGARH",-1
2005,"UTTARAKHAND","PITHORGARH",1108
2006,"UTTARAKHAND","PITHORGARH",981
2007,"UTTARAKHAND","PITHORGARH",11.9
2008,"UTTARAKHAND","PITHORGARH",795.2
2009,"UTTARAKHAND","PITHORGARH",1482.2
2010,"UTTARAKHAND","PITHORGARH",1678.5
2011,"UTTARAKHAND","PITHORGARH",1765.5
2012,"UTTARAKHAND","PITHORGARH",1494.2
2013,"UTTARAKHAND","PITHORGARH",1852.7
2014,"UTTARAKHAND","PITHORGARH",1453.7
2015,"UTTARAKHAND","PITHORGARH",1317.8
2000,"UTTARAKHAND","CHAMOLI",-1
2005,"UTTARAKHAND","CHAMOLI",995
2006,"UTTARAKHAND","CHAMOLI",861
2007,"UTTARAKHAND","CHAMOLI",1144.9
2008,"UTTARAKHAND","CHAMOLI",942.6
2009,"UTTARAKHAND","CHAMOLI",562.7
2010,"UTTARAKHAND","CHAMOLI",1628.8
2011,"UTTARAKHAND","CHAMOLI",1489.1
2012,"UTTARAKHAND","CHAMOLI",1314.8
2013,"UTTARAKHAND","CHAMOLI",1912.2
2014,"UTTARAKHAND","CHAMOLI",1231.4
2015,"UTTARAKHAND","CHAMOLI",1336.6
2000,"UTTARAKHAND","UTTAR KASHI",-1
2005,"UTTARAKHAND","UTTAR KASHI",1506
2006,"UTTARAKHAND","UTTAR KASHI",1207
2007,"UTTARAKHAND","UTTAR KASHI",2125.1
2008,"UTTARAKHAND","UTTAR KASHI",1333.7
2009,"UTTARAKHAND","UTTAR KASHI",1347.8
2010,"UTTARAKHAND","UTTAR KASHI",2125.7
2011,"UTTARAKHAND","UTTAR KASHI",2155.4
2012,"UTTARAKHAND","UTTAR KASHI",1367.3
2013,"UTTARAKHAND","UTTAR KASHI",2014.7
2014,"UTTARAKHAND","UTTAR KASHI",1315.5
2015,"UTTARAKHAND","UTTAR KASHI",1295.3
2000,"UTTARAKHAND","TEHRI GARHWAL",-1
2005,"UTTARAKHAND","TEHRI GARHWAL",818
2006,"UTTARAKHAND","TEHRI GARHWAL",850
2007,"UTTARAKHAND","TEHRI GARHWAL",938.4
2008,"UTTARAKHAND","TEHRI GARHWAL",1012.8
2009,"UTTARAKHAND","TEHRI GARHWAL",483.5
2010,"UTTARAKHAND","TEHRI GARHWAL",1494.9
2011,"UTTARAKHAND","TEHRI GARHWAL",1093.3
2012,"UTTARAKHAND","TEHRI GARHWAL",966.3
2013,"UTTARAKHAND","TEHRI GARHWAL",1299.4
2014,"UTTARAKHAND","TEHRI GARHWAL",1045.1
2015,"UTTARAKHAND","TEHRI GARHWAL",922.8
2000,"UTTARAKHAND","GARHWAL",-1
2005,"UTTARAKHAND","GARHWAL",1086
2006,"UTTARAKHAND","GARHWAL",1063
2007,"UTTARAKHAND","GARHWAL",2720.9
2008,"UTTARAKHAND","GARHWAL",727.6
2009,"UTTARAKHAND","GARHWAL",718.7
2010,"UTTARAKHAND","GARHWAL",1570.6
2011,"UTTARAKHAND","GARHWAL",1459.1
2012,"UTTARAKHAND","GARHWAL",1180.6
2013,"UTTARAKHAND","GARHWAL",1069
2014,"UTTARAKHAND","GARHWAL",973.1
2015,"UTTARAKHAND","GARHWAL",981.6
2000,"UTTARAKHAND","DEHRADUN",-1
2005,"UTTARAKHAND","DEHRADUN",1754
2006,"UTTARAKHAND","DEHRADUN",1674
2007,"UTTARAKHAND","DEHRADUN",2940.5
2008,"UTTARAKHAND","DEHRADUN",2383
2009,"UTTARAKHAND","DEHRADUN",1519.2
2010,"UTTARAKHAND","DEHRADUN",2781.1
2011,"UTTARAKHAND","DEHRADUN",2402.3
2012,"UTTARAKHAND","DEHRADUN",2002
2013,"UTTARAKHAND","DEHRADUN",2717.6
2014,"UTTARAKHAND","DEHRADUN",1705.7
2015,"UTTARAKHAND","DEHRADUN",1582.9
2000,"ASSAM","CACHAR",2679.9
2001,"ASSAM","CACHAR",2339.5
2003,"ASSAM","CACHAR",2178.4
2004,"ASSAM","CACHAR",2709.1
2005,"ASSAM","CACHAR",2874.7
2006,"ASSAM","CACHAR",2079.9
2007,"ASSAM","CACHAR",2954.2
2008,"ASSAM","CACHAR",2919.7
2009,"ASSAM","CACHAR",2466
2010,"ASSAM","CACHAR",4093.9
2011,"ASSAM","CACHAR",2299
2012,"ASSAM","CACHAR",3069.7
2013,"ASSAM","CACHAR",2556.1
2014,"ASSAM","CACHAR",2973.3
2015,"ASSAM","CACHAR",2526.7
2000,"ASSAM","DARRANG",2991.9
2001,"ASSAM","DARRANG",2980.6
2003,"ASSAM","DARRANG",911.2
2004,"ASSAM","DARRANG",2447.2
2005,"ASSAM","DARRANG",2279
2006,"ASSAM","DARRANG",1640.9
2007,"ASSAM","DARRANG",1896.5
2008,"ASSAM","DARRANG",1756.4
2009,"ASSAM","DARRANG",1602.4
2010,"ASSAM","DARRANG",-1
2011,"ASSAM","DARRANG",-1
2012,"ASSAM","DARRANG",645
2013,"ASSAM","DARRANG",498
2014,"ASSAM","DARRANG",1373
2000,"ASSAM","DIBRUGARH",1330.5
2001,"ASSAM","DIBRUGARH",1634.9
2003,"ASSAM","DIBRUGARH",1860.2
2004,"ASSAM","DIBRUGARH",2640.7
2005,"ASSAM","DIBRUGARH",2069.2
2006,"ASSAM","DIBRUGARH",2254.6
2007,"ASSAM","DIBRUGARH",2377.6
2008,"ASSAM","DIBRUGARH",2448.5
2009,"ASSAM","DIBRUGARH",2151.4
2010,"ASSAM","DIBRUGARH",2633.9
2011,"ASSAM","DIBRUGARH",1863.7
2012,"ASSAM","DIBRUGARH",2382.6
2013,"ASSAM","DIBRUGARH",2352.9
2014,"ASSAM","DIBRUGARH",1810.8
2015,"ASSAM","DIBRUGARH",2312
2000,"ASSAM","GOALPARA",1977.1
2001,"ASSAM","GOALPARA",1805
2003,"ASSAM","GOALPARA",146.3
2004,"ASSAM","GOALPARA",2603.6
2005,"ASSAM","GOALPARA",2810.6
2006,"ASSAM","GOALPARA",1943
2007,"ASSAM","GOALPARA",2344
2008,"ASSAM","GOALPARA",2756.9
2009,"ASSAM","GOALPARA",2173.6
2010,"ASSAM","GOALPARA",2266.3
2011,"ASSAM","GOALPARA",1631
2012,"ASSAM","GOALPARA",2037.5
2013,"ASSAM","GOALPARA",2011.8
2014,"ASSAM","GOALPARA",2067.9
2015,"ASSAM","GOALPARA",3101.8
2000,"ASSAM","KAMRUP",1789
2001,"ASSAM","KAMRUP",1396.4
2003,"ASSAM","KAMRUP",2634.8
2004,"ASSAM","KAMRUP",1872.2
2005,"ASSAM","KAMRUP",1737.1
2006,"ASSAM","KAMRUP",1188.8
2007,"ASSAM","KAMRUP",1889.4
2008,"ASSAM","KAMRUP",1599.6
2009,"ASSAM","KAMRUP",1432.4
2010,"ASSAM","KAMRUP",2121.6
2011,"ASSAM","KAMRUP",1350.4
2012,"ASSAM","KAMRUP",1892.3
2013,"ASSAM","KAMRUP",1428.1
2014,"ASSAM","KAMRUP",1723.5
2015,"ASSAM","KAMRUP",1920.3
2000,"ASSAM","KARBI ANGLONG",1643.1
2001,"ASSAM","KARBI ANGLONG",1316.6
2003,"ASSAM","KARBI ANGLONG",1065.2
2004,"ASSAM","KARBI ANGLONG",1523.1
2005,"ASSAM","KARBI ANGLONG",1123.5
2006,"ASSAM","KARBI ANGLONG",925
2007,"ASSAM","KARBI ANGLONG",1339.8
2008,"ASSAM","KARBI ANGLONG",1185.4
2009,"ASSAM","KARBI ANGLONG",870
2010,"ASSAM","KARBI ANGLONG",943.8
2011,"ASSAM","KARBI ANGLONG",844.2
2012,"ASSAM","KARBI ANGLONG",1030.5
2013,"ASSAM","KARBI ANGLONG",1252.3
2014,"ASSAM","KARBI ANGLONG",1155.8
2015,"ASSAM","KARBI ANGLONG",1216.1
2000,"ASSAM","LAKHIMPUR",1924.9
2001,"ASSAM","LAKHIMPUR",1373.4
2003,"ASSAM","LAKHIMPUR",1762.3
2004,"ASSAM","LAKHIMPUR",3178.4
2005,"ASSAM","LAKHIMPUR",2815.9
2006,"ASSAM","LAKHIMPUR",2876.4
2007,"ASSAM","LAKHIMPUR",3245.8
2008,"ASSAM","LAKHIMPUR",2692.8
2009,"ASSAM","LAKHIMPUR",2324.4
2010,"ASSAM","LAKHIMPUR",3267.7
2011,"ASSAM","LAKHIMPUR",2836.8
2012,"ASSAM","LAKHIMPUR",2735
2013,"ASSAM","LAKHIMPUR",2365.6
2014,"ASSAM","LAKHIMPUR",2703.8
2015,"ASSAM","LAKHIMPUR",2781.1
2000,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",81.6
2001,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",-1
2003,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",-1
2004,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",-1
2005,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",-1
2006,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",-1
2007,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",940
2008,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",-1
2009,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",-1
2010,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",1224.4
2011,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",976.5
2012,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",3012.9
2013,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",1591.7
2014,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",1599
2015,"ASSAM","NORTH CACHAR HIL / DIMA HASAO",1639
2000,"ASSAM","NAGAON",2079.7
2001,"ASSAM","NAGAON",1646.4
2003,"ASSAM","NAGAON",1848.8
2004,"ASSAM","NAGAON",1279.4
2005,"ASSAM","NAGAON",1018.4
2006,"ASSAM","NAGAON",1069.1
2007,"ASSAM","NAGAON",1677.6
2008,"ASSAM","NAGAON",1354.2
2009,"ASSAM","NAGAON",714.4
2010,"ASSAM","NAGAON",1448.4
2011,"ASSAM","NAGAON",1127.5
2012,"ASSAM","NAGAON",1245.5
2013,"ASSAM","NAGAON",1132.2
2014,"ASSAM","NAGAON",1340
2015,"ASSAM","NAGAON",931.7
2000,"ASSAM","SIBSAGAR",1462.5
2001,"ASSAM","SIBSAGAR",1084
2003,"ASSAM","SIBSAGAR",2314.3
2004,"ASSAM","SIBSAGAR",2175.9
2005,"ASSAM","SIBSAGAR",1853.7
2006,"ASSAM","SIBSAGAR",1413.7
2007,"ASSAM","SIBSAGAR",1752.3
2008,"ASSAM","SIBSAGAR",1671.8
2009,"ASSAM","SIBSAGAR",1620.9
2010,"ASSAM","SIBSAGAR",2336.3
2011,"ASSAM","SIBSAGAR",1485
2012,"ASSAM","SIBSAGAR",1661.5
2013,"ASSAM","SIBSAGAR",1745.5
2014,"ASSAM","SIBSAGAR",1487.6
2015,"ASSAM","SIBSAGAR",1863.5
2000,"HIMACHAL PRADESH","BILASHPUR",855.1
2001,"HIMACHAL PRADESH","BILASHPUR",852.4
2002,"HIMACHAL PRADESH","BILASHPUR",757.2
2003,"HIMACHAL PRADESH","BILASHPUR",1071.9
2004,"HIMACHAL PRADESH","BILASHPUR",848
2005,"HIMACHAL PRADESH","BILASHPUR",672.5
2006,"HIMACHAL PRADESH","BILASHPUR",1183.1
2007,"HIMACHAL PRADESH","BILASHPUR",1250.7
2008,"HIMACHAL PRADESH","BILASHPUR",1298.7
2009,"HIMACHAL PRADESH","BILASHPUR",1029.1
2010,"HIMACHAL PRADESH","BILASHPUR",1069.7
2011,"HIMACHAL PRADESH","BILASHPUR",1124.8
2012,"HIMACHAL PRADESH","BILASHPUR",1009.1
2013,"HIMACHAL PRADESH","BILASHPUR",1162.6
2014,"HIMACHAL PRADESH","BILASHPUR",981.2
2015,"HIMACHAL PRADESH","BILASHPUR",1202
2000,"HIMACHAL PRADESH","CHAMBA",1131.9
2001,"HIMACHAL PRADESH","CHAMBA",2147.2
2002,"HIMACHAL PRADESH","CHAMBA",1379.4
2003,"HIMACHAL PRADESH","CHAMBA",2225.1
2004,"HIMACHAL PRADESH","CHAMBA",2121.4
2005,"HIMACHAL PRADESH","CHAMBA",1515.2
2006,"HIMACHAL PRADESH","CHAMBA",1397.3
2007,"HIMACHAL PRADESH","CHAMBA",533.4
2008,"HIMACHAL PRADESH","CHAMBA",477.5
2009,"HIMACHAL PRADESH","CHAMBA",431.3
2010,"HIMACHAL PRADESH","CHAMBA",1087.2
2011,"HIMACHAL PRADESH","CHAMBA",1052.9
2012,"HIMACHAL PRADESH","CHAMBA",1105.6
2013,"HIMACHAL PRADESH","CHAMBA",1310.5
2014,"HIMACHAL PRADESH","CHAMBA",1190.4
2015,"HIMACHAL PRADESH","CHAMBA",1541.4
2000,"HIMACHAL PRADESH","KANGRA",1215.3
2001,"HIMACHAL PRADESH","KANGRA",1383.2
2002,"HIMACHAL PRADESH","KANGRA",1211.2
2003,"HIMACHAL PRADESH","KANGRA",1624.5
2004,"HIMACHAL PRADESH","KANGRA",1679.4
2005,"HIMACHAL PRADESH","KANGRA",1717.9
2006,"HIMACHAL PRADESH","KANGRA",2049.5
2007,"HIMACHAL PRADESH","KANGRA",1610
2008,"HIMACHAL PRADESH","KANGRA",1805.3
2009,"HIMACHAL PRADESH","KANGRA",1209.9
2010,"HIMACHAL PRADESH","KANGRA",1611.2
2011,"HIMACHAL PRADESH","KANGRA",1875.8
2012,"HIMACHAL PRADESH","KANGRA",2250.6
2013,"HIMACHAL PRADESH","KANGRA",2403.5
2014,"HIMACHAL PRADESH","KANGRA",1519
2015,"HIMACHAL PRADESH","KANGRA",1996.4
2000,"HIMACHAL PRADESH","KINNAUR",427.8
2001,"HIMACHAL PRADESH","KINNAUR",807.8
2002,"HIMACHAL PRADESH","KINNAUR",208.5
2003,"HIMACHAL PRADESH","KINNAUR",270.8
2004,"HIMACHAL PRADESH","KINNAUR",480.2
2005,"HIMACHAL PRADESH","KINNAUR",591.6
2006,"HIMACHAL PRADESH","KINNAUR",307.2
2007,"HIMACHAL PRADESH","KINNAUR",628.5
2008,"HIMACHAL PRADESH","KINNAUR",735.1
2009,"HIMACHAL PRADESH","KINNAUR",572
2010,"HIMACHAL PRADESH","KINNAUR",1069.8
2011,"HIMACHAL PRADESH","KINNAUR",581.5
2012,"HIMACHAL PRADESH","KINNAUR",522.8
2013,"HIMACHAL PRADESH","KINNAUR",1055
2014,"HIMACHAL PRADESH","KINNAUR",459.7
2015,"HIMACHAL PRADESH","KINNAUR",710.5
2000,"HIMACHAL PRADESH","KULLU",1048.5
2001,"HIMACHAL PRADESH","KULLU",1088.8
2002,"HIMACHAL PRADESH","KULLU",816
2003,"HIMACHAL PRADESH","KULLU",865.7
2004,"HIMACHAL PRADESH","KULLU",1057.3
2005,"HIMACHAL PRADESH","KULLU",941.4
2006,"HIMACHAL PRADESH","KULLU",1008
2007,"HIMACHAL PRADESH","KULLU",851.4
2008,"HIMACHAL PRADESH","KULLU",1446
2009,"HIMACHAL PRADESH","KULLU",1178.7
2010,"HIMACHAL PRADESH","KULLU",1746.5
2011,"HIMACHAL PRADESH","KULLU",1319.6
2012,"HIMACHAL PRADESH","KULLU",1284.3
2013,"HIMACHAL PRADESH","KULLU",1291.7
2014,"HIMACHAL PRADESH","KULLU",1156.6
2015,"HIMACHAL PRADESH","KULLU",1253.6
2000,"HIMACHAL PRADESH","LAHUL & SPITI",442.9
2001,"HIMACHAL PRADESH","LAHUL & SPITI",489.7
2002,"HIMACHAL PRADESH","LAHUL & SPITI",560.3
2003,"HIMACHAL PRADESH","LAHUL & SPITI",285.9
2004,"HIMACHAL PRADESH","LAHUL & SPITI",773.1
2005,"HIMACHAL PRADESH","LAHUL & SPITI",516.2
2006,"HIMACHAL PRADESH","LAHUL & SPITI",362.4
2007,"HIMACHAL PRADESH","LAHUL & SPITI",390.4
2008,"HIMACHAL PRADESH","LAHUL & SPITI",287.1
2009,"HIMACHAL PRADESH","LAHUL & SPITI",619.7
2010,"HIMACHAL PRADESH","LAHUL & SPITI",813.8
2011,"HIMACHAL PRADESH","LAHUL & SPITI",471.5
2012,"HIMACHAL PRADESH","LAHUL & SPITI",455.4
2013,"HIMACHAL PRADESH","LAHUL & SPITI",509.6
2014,"HIMACHAL PRADESH","LAHUL & SPITI",538.6
2015,"HIMACHAL PRADESH","LAHUL & SPITI",814.5
2000,"HIMACHAL PRADESH","SOLAN",937.7
2001,"HIMACHAL PRADESH","SOLAN",676.6
2002,"HIMACHAL PRADESH","SOLAN",687.2
2003,"HIMACHAL PRADESH","SOLAN",833.1
2004,"HIMACHAL PRADESH","SOLAN",833.1
2005,"HIMACHAL PRADESH","SOLAN",851.8
2006,"HIMACHAL PRADESH","SOLAN",977.2
2007,"HIMACHAL PRADESH","SOLAN",1173.8
2008,"HIMACHAL PRADESH","SOLAN",1492.1
2009,"HIMACHAL PRADESH","SOLAN",882.1
2010,"HIMACHAL PRADESH","SOLAN",1377.3
2011,"HIMACHAL PRADESH","SOLAN",910.5
2012,"HIMACHAL PRADESH","SOLAN",1051.2
2013,"HIMACHAL PRADESH","SOLAN",1250.3
2014,"HIMACHAL PRADESH","SOLAN",1344.2
2015,"HIMACHAL PRADESH","SOLAN",1382.2
2000,"HIMACHAL PRADESH","MANDI",1392.3
2001,"HIMACHAL PRADESH","MANDI",1391.4
2002,"HIMACHAL PRADESH","MANDI",1118.9
2003,"HIMACHAL PRADESH","MANDI",1453.9
2004,"HIMACHAL PRADESH","MANDI",1212.1
2005,"HIMACHAL PRADESH","MANDI",1263
2006,"HIMACHAL PRADESH","MANDI",1294
2007,"HIMACHAL PRADESH","MANDI",1472.3
2008,"HIMACHAL PRADESH","MANDI",1300.5
2009,"HIMACHAL PRADESH","MANDI",965.2
2010,"HIMACHAL PRADESH","MANDI",1483.6
2011,"HIMACHAL PRADESH","MANDI",1464.9
2012,"HIMACHAL PRADESH","MANDI",1443.2
2013,"HIMACHAL PRADESH","MANDI",1573.6
2014,"HIMACHAL PRADESH","MANDI",1620.7
2015,"HIMACHAL PRADESH","MANDI",1524.5
2000,"HIMACHAL PRADESH","SHIMLA",1048.4
2001,"HIMACHAL PRADESH","SHIMLA",929.7
2002,"HIMACHAL PRADESH","SHIMLA",825.5
2003,"HIMACHAL PRADESH","SHIMLA",927
2004,"HIMACHAL PRADESH","SHIMLA",985.4
2005,"HIMACHAL PRADESH","SHIMLA",1031.5
2006,"HIMACHAL PRADESH","SHIMLA",1185.6
2007,"HIMACHAL PRADESH","SHIMLA",884.7
2008,"HIMACHAL PRADESH","SHIMLA",1237.6
2009,"HIMACHAL PRADESH","SHIMLA",726.7
2010,"HIMACHAL PRADESH","SHIMLA",1272.7
2011,"HIMACHAL PRADESH","SHIMLA",913.2
2012,"HIMACHAL PRADESH","SHIMLA",849.9
2013,"HIMACHAL PRADESH","SHIMLA",1027
2014,"HIMACHAL PRADESH","SHIMLA",1080.5
2015,"HIMACHAL PRADESH","SHIMLA",1088.7
2000,"HIMACHAL PRADESH","SIRMAUR",1011.4
2001,"HIMACHAL PRADESH","SIRMAUR",985.8
2002,"HIMACHAL PRADESH","SIRMAUR",989.3
2003,"HIMACHAL PRADESH","SIRMAUR",1403.2
2004,"HIMACHAL PRADESH","SIRMAUR",1203.3
2005,"HIMACHAL PRADESH","SIRMAUR",1224.5
2006,"HIMACHAL PRADESH","SIRMAUR",1476
2007,"HIMACHAL PRADESH","SIRMAUR",1276.3
2008,"HIMACHAL PRADESH","SIRMAUR",1422.1
2009,"HIMACHAL PRADESH","SIRMAUR",974.9
2010,"HIMACHAL PRADESH","SIRMAUR",1903.9
2011,"HIMACHAL PRADESH","SIRMAUR",1624.9
2012,"HIMACHAL PRADESH","SIRMAUR",1099.5
2013,"HIMACHAL PRADESH","SIRMAUR",1807.5
2014,"HIMACHAL PRADESH","SIRMAUR",1360.8
2015,"HIMACHAL PRADESH","SIRMAUR",1186.8
2000,"KERALA","ALAPPUZHA",2681
2001,"KERALA","ALAPPUZHA",2827
2002,"KERALA","ALAPPUZHA",2565.4
2003,"KERALA","ALAPPUZHA",2324.9
2004,"KERALA","ALAPPUZHA",2796.1
2005,"KERALA","ALAPPUZHA",2985
2006,"KERALA","ALAPPUZHA",3053
2007,"KERALA","ALAPPUZHA",3113.4
2008,"KERALA","ALAPPUZHA",2584.9
2009,"KERALA","ALAPPUZHA",2458.1
2010,"KERALA","ALAPPUZHA",3058.5
2011,"KERALA","ALAPPUZHA",2602.3
2012,"KERALA","ALAPPUZHA",1845.7
2013,"KERALA","ALAPPUZHA",2823.9
2014,"KERALA","ALAPPUZHA",2469
2015,"KERALA","ALAPPUZHA",2345.5
2000,"KERALA","KANNUR",2918
2001,"KERALA","KANNUR",3048
2002,"KERALA","KANNUR",3144.7
2003,"KERALA","KANNUR",2864.4
2004,"KERALA","KANNUR",3422.5
2005,"KERALA","KANNUR",3367
2006,"KERALA","KANNUR",3479
2007,"KERALA","KANNUR",4112.1
2008,"KERALA","KANNUR",2455
2009,"KERALA","KANNUR",3524.3
2010,"KERALA","KANNUR",3500.7
2011,"KERALA","KANNUR",3473.3
2012,"KERALA","KANNUR",2666.9
2013,"KERALA","KANNUR",4022.4
2014,"KERALA","KANNUR",3533.5
2015,"KERALA","KANNUR",2980.8
2000,"KERALA","ERANAKULAM",2658
2001,"KERALA","ERANAKULAM",3747.5
2002,"KERALA","ERANAKULAM",2893.8
2003,"KERALA","ERANAKULAM",2592
2004,"KERALA","ERANAKULAM",3203.7
2005,"KERALA","ERANAKULAM",3221
2006,"KERALA","ERANAKULAM",3880
2007,"KERALA","ERANAKULAM",4046.2
2008,"KERALA","ERANAKULAM",2874.2
2009,"KERALA","ERANAKULAM",3220.5
2010,"KERALA","ERANAKULAM",4071.5
2011,"KERALA","ERANAKULAM",3371.4
2012,"KERALA","ERANAKULAM",2610.2
2013,"KERALA","ERANAKULAM",3658.2
2014,"KERALA","ERANAKULAM",3435.5
2015,"KERALA","ERANAKULAM",2891.5
2000,"KERALA","KOTTAYAM",2412
2001,"KERALA","KOTTAYAM",3175.8
2002,"KERALA","KOTTAYAM",2777.1
2003,"KERALA","KOTTAYAM",2778.6
2004,"KERALA","KOTTAYAM",2913.4
2005,"KERALA","KOTTAYAM",3039
2006,"KERALA","KOTTAYAM",3725
2007,"KERALA","KOTTAYAM",3490.7
2008,"KERALA","KOTTAYAM",2533.8
2009,"KERALA","KOTTAYAM",2363.8
2010,"KERALA","KOTTAYAM",3671.4
2011,"KERALA","KOTTAYAM",3289.1
2012,"KERALA","KOTTAYAM",2298.7
2013,"KERALA","KOTTAYAM",3605.6
2014,"KERALA","KOTTAYAM",3349.8
2015,"KERALA","KOTTAYAM",3004.2
2000,"KERALA","KOZHIKODE",2191
2001,"KERALA","KOZHIKODE",2778.3
2002,"KERALA","KOZHIKODE",2710.8
2003,"KERALA","KOZHIKODE",2273.2
2004,"KERALA","KOZHIKODE",3348.2
2005,"KERALA","KOZHIKODE",3163
2006,"KERALA","KOZHIKODE",3777
2007,"KERALA","KOZHIKODE",4701.2
2008,"KERALA","KOZHIKODE",3328.3
2009,"KERALA","KOZHIKODE",3990.9
2010,"KERALA","KOZHIKODE",3873.8
2011,"KERALA","KOZHIKODE",3972.7
2012,"KERALA","KOZHIKODE",2929.8
2013,"KERALA","KOZHIKODE",3843.6
2014,"KERALA","KOZHIKODE",3566.1
2015,"KERALA","KOZHIKODE",2870.1
2000,"KERALA","MALAPPURAM",2529
2001,"KERALA","MALAPPURAM",2670.6
2002,"KERALA","MALAPPURAM",2279.8
2003,"KERALA","MALAPPURAM",2205.3
2004,"KERALA","MALAPPURAM",2625.8
2005,"KERALA","MALAPPURAM",2554
2006,"KERALA","MALAPPURAM",3307
2007,"KERALA","MALAPPURAM",3528.4
2008,"KERALA","MALAPPURAM",2144.8
2009,"KERALA","MALAPPURAM",2497.8
2010,"KERALA","MALAPPURAM",2618.5
2011,"KERALA","MALAPPURAM",2940.9
2012,"KERALA","MALAPPURAM",1986
2013,"KERALA","MALAPPURAM",3214.9
2014,"KERALA","MALAPPURAM",3133.1
2015,"KERALA","MALAPPURAM",2487.6
2000,"KERALA","PALAKKAD",1831
2001,"KERALA","PALAKKAD",2033.8
2002,"KERALA","PALAKKAD",1750.3
2003,"KERALA","PALAKKAD",1728.5
2004,"KERALA","PALAKKAD",2225.3
2005,"KERALA","PALAKKAD",2353
2006,"KERALA","PALAKKAD",2629
2007,"KERALA","PALAKKAD",3266.7
2008,"KERALA","PALAKKAD",1883.7
2009,"KERALA","PALAKKAD",2416.3
2010,"KERALA","PALAKKAD",2455.2
2011,"KERALA","PALAKKAD",2610.6
2012,"KERALA","PALAKKAD",1697.9
2013,"KERALA","PALAKKAD",2570.8
2014,"KERALA","PALAKKAD",2278.5
2015,"KERALA","PALAKKAD",1985.2
2000,"KERALA","KOLLAM",2353
2001,"KERALA","KOLLAM",2505.6
2002,"KERALA","KOLLAM",2267
2003,"KERALA","KOLLAM",2023.5
2004,"KERALA","KOLLAM",2446.7
2005,"KERALA","KOLLAM",2696
2006,"KERALA","KOLLAM",2761
2007,"KERALA","KOLLAM",2743.3
2008,"KERALA","KOLLAM",2207.4
2009,"KERALA","KOLLAM",2062.4
2010,"KERALA","KOLLAM",2788.6
2011,"KERALA","KOLLAM",2293.1
2012,"KERALA","KOLLAM",1655.6
2013,"KERALA","KOLLAM",2688.9
2014,"KERALA","KOLLAM",2511.4
2015,"KERALA","KOLLAM",2336.4
2000,"KERALA","THRISSUR",2074
2001,"KERALA","THRISSUR",2773.6
2002,"KERALA","THRISSUR",2529.7
2003,"KERALA","THRISSUR",2248.3
2004,"KERALA","THRISSUR",2927.7
2005,"KERALA","THRISSUR",3072
2006,"KERALA","THRISSUR",3492
2007,"KERALA","THRISSUR",3960.2
2008,"KERALA","THRISSUR",2310.1
2009,"KERALA","THRISSUR",3041
2010,"KERALA","THRISSUR",3136.4
2011,"KERALA","THRISSUR",3142.6
2012,"KERALA","THRISSUR",2361.4
2013,"KERALA","THRISSUR",3184
2014,"KERALA","THRISSUR",2777.6
2015,"KERALA","THRISSUR",2593.9
2000,"KERALA","THIRUVANANTHAPURAM",1501
2001,"KERALA","THIRUVANANTHAPURAM",2234.6
2002,"KERALA","THIRUVANANTHAPURAM",1503.1
2003,"KERALA","THIRUVANANTHAPURAM",1566.9
2004,"KERALA","THIRUVANANTHAPURAM",1911.5
2005,"KERALA","THIRUVANANTHAPURAM",1903
2006,"KERALA","THIRUVANANTHAPURAM",2312
2007,"KERALA","THIRUVANANTHAPURAM",2052.7
2008,"KERALA","THIRUVANANTHAPURAM",1931.5
2009,"KERALA","THIRUVANANTHAPURAM",1426.4
2010,"KERALA","THIRUVANANTHAPURAM",2140.9
2011,"KERALA","THIRUVANANTHAPURAM",1518.3
2012,"KERALA","THIRUVANANTHAPURAM",1154.4
2013,"KERALA","THIRUVANANTHAPURAM",1845.1
2014,"KERALA","THIRUVANANTHAPURAM",1912
2015,"KERALA","THIRUVANANTHAPURAM",2252.1
2000,"ORISSA","BALASORE",1492.2
2001,"ORISSA","BALASORE",1842.1
2002,"ORISSA","BALASORE",1314.7
2003,"ORISSA","BALASORE",1774.9
2004,"ORISSA","BALASORE",1590.5
2005,"ORISSA","BALASORE",2071.1
